294,410
294,448
249,448
249,499
272,525
339,448
362,499
339,538
272,538
249,589
272,653
339,538
339,589
339,653
294,397
317,397
272,397
339,397
634,410
656,448
634,448
611,499
588,525
701,448
724,499
724,538
634,525
588,551
611,653
679,538
656,551
634,653
634,397
656,397
679,397
475,128
453,154
407,154
385,205
498,166
520,205
407,256
475,256
475,115
498,115
453,115
